Rozmiar mapy: 30x30 gdzie 1x1 to 32 px x 32 px

Numery bloków: 

0 - Meta
1 - Podloga
2 - Lod
3 - Ognisko
4 - MikolajnaSniegu
5 - ElfnaSniegu1
6 - ElfnaSniegu2
7 - ElfnaSniegu3
8 - LDolLewo
9 - LDolPrawo
10 - LGoraLewo
11 - LGoraPrawo
12 - RogDol
13 - RogGora
15 - BlokSniegu
16 - RogPrawy
17 - RogLewy
18 - RogDolLewo
19 - RogDolPrawo
20 - RogGoraLewo
21 - RogGoraPrawo

tab = 
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,20,13,13,13,21,15,15,15,15,5,6,3,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,15,15,15
15,15,15,15,17,1,1,1,3,15,15,15,17,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,15,15
15,15,15,15,17,1,2,1,15,15,15,17,1,1,2,1,2,1,16,15,15,17,1,16,15,15,17,1,16,17,1,16,15,15,15,15
15,15,15,15,17,1,2,1,15,15,17,1,1,2,2,1,2,1,16,15,15,17,1,16,15,15,17,1,16,17,1,16,15,15,15,15
15,15,15,15,17,1,2,1,15,17,1,1,2,1,1,1,2,1,16,15,15,17,1,16,15,15,17,1,16,17,1,16,15,15,15,15
15,15,15,15,17,1,2,1,2,1,1,2,1,1,1,1,2,1,16,15,15,17,1,16,15,15,17,1,16,17,1,15,15,15,15,15
15,15,15,15,15,1,15,1,15,1,2,2,15,1,15,15,15,1,15,15,15,15,2,15,15,15,15,3,15,15,1,16,15,15,15,15
15,15,15,15,17,1,2,1,2,1,2,2,8,1,9,12,2,1,16,15,20,13,2,13,21,15,16,3,17,16,1,16,15,15,15
15,15,15,0,2,1,2,1,2,1,1,2,17,1,16,15,17,1,16,15,17,1,1,1,15,2,13,13,2,17,1,16,15,15,15,15
15,15,15,1,2,1,2,1,16,8,1,2,17,1,11,13,16,10,12,10,1,2,1,2,1,1,1,1,2,1,16,15,15,15,15
15,15,15,1,1,1,2,1,16,17,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,9,8,1,2,1,16,15,15,15,15
15,15,15,20,2,2,2,1,16,17,1,16,17,1,9,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,1,16,15,15,15,15
15,15,15,16,1,1,1,1,16,17,1,16,17,1,16,15,15,15,17,1,1,1,1,1,2,1,1,1,1,2,1,16,15,15,15,15
15,15,15,16,1,2,2,2,2,10,1,11,10,1,16,15,20,13,10,1,2,2,2,1,2,1,5,4,1,2,1,16,15,15,15,15
15,15,15,16,1,2,1,1,1,1,1,1,1,1,11,13,10,1,1,1,1,1,2,1,2,1,16,3,1,2,1,16,15,15,15,15
15,15,15,16,1,2,1,9,12,12,12,12,2,1,1,1,1,1,9,12,8,1,2,1,2,1,2,3,1,2,1,16,15,15,15,15
15,15,15,16,1,1,1,17,15,15,15,15,15,8,1,9,12,12,19,15,2,1,2,1,1,1,16,3,1,1,1,16,15,15,15,15
15,15,15,18,2,2,2,2,13,13,13,13,13,10,1,2,13,13,13,13,2,1,2,2,2,2,2,2,2,2,2,2,2,15,15,15
15,15,15,16,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,21,2,15,2,13,2,15,2,13,2,15,15,15,15
15,15,15,1,1,1,1,1,1,2,2,1,2,2,1,2,1,9,3,1,2,1,1,1,2,1,1,1,2,1,1,1,2,15,15,15
15,15,15,16,1,2,2,1,1,2,2,1,2,2,1,2,1,17,3,1,16,3,2,1,1,1,2,1,1,1,2,1,1,15,15,15
15,15,15,18,12,19,18,8,1,1,1,1,1,1,1,2,1,16,3,1,11,2,13,2,2,2,13,2,2,2,13,2,1,15,15,15
15,15,15,2,2,2,2,2,2,2,1,9,2,2,1,2,1,16,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15
15,15,15,2,1,1,1,1,1,1,1,2,3,1,1,2,1,16,15,15,9,1,1,2,2,1,2,2,1,2,2,1,1,15,15,15
15,15,15,2,1,2,2,2,2,2,2,2,3,1,1,2,1,2,15,15,17,1,1,2,2,1,2,2,1,2,2,1,1,15,15,15
15,15,15,2,1,1,1,1,1,1,2,20,10,1,2,2,1,2,15,15,17,1,1,2,2,1,2,2,1,2,2,1,1,15,15,15
15,15,15,2,2,2,2,2,2,1,2,17,1,1,1,2,1,2,15,15,17,1,1,2,2,1,2,2,1,2,2,1,1,15,15,15
15,15,15,2,1,1,1,1,1,1,2,17,1,2,1,2,1,2,15,15,17,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15
15,15,15,2,1,2,2,2,2,2,2,17,1,11,2,10,1,17,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15
15,15,15,2,1,1,1,1,1,3,2,2,1,1,1,1,1,17,15,15,15,15,15,5,6,15,7,5,15,6,7,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
